architecture,variant,initialization,ratio,seed,epoch,learning_rate,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted,training_seconds,val_inference_seconds,epoch_seconds
vanilla_cnn,grayscale,scratch,0.5,42,1,5e-05,2.6167623509879228,0.3289205702647658,2.6394977262393624,0.2957540263543192,0.09111095785717678,0.21827004123448693,74.18286395899486,10.544978042002185,84.77084350000223
vanilla_cnn,grayscale,scratch,0.5,42,2,7.500000000000001e-05,2.1764722161002195,0.44345589023475185,2.3942225425053714,0.3626159102000976,0.1322266214895327,0.2822209701893199,75.96381170899986,2.798111209005583,78.79447670799709
vanilla_cnn,grayscale,scratch,0.5,42,3,0.0001,1.9089069732938349,0.512648729767392,2.444389196184567,0.37823328452903854,0.15337931618202977,0.29356648037619654,66.37323783300235,2.242014832998393,68.6352953329988
vanilla_cnn,grayscale,scratch,0.5,42,4,9.924038765061042e-05,1.6893774987493813,0.5635652267124022,2.013435512708419,0.43387018057589066,0.22043067056095017,0.377959167150866,61.4869470420017,2.1576999999961117,63.669182707999425
vanilla_cnn,grayscale,scratch,0.5,42,5,9.698463103929544e-05,1.5224536110036357,0.6032264980169364,1.8405825688002342,0.47144948755490484,0.24710723358696238,0.40062357647454255,58.29490049999731,2.1297628750035074,60.44107945900032
vanilla_cnn,grayscale,scratch,0.5,42,6,9.330127018922195e-05,1.3868138701065469,0.633347625683353,1.7976482423006936,0.4612005856515373,0.2556918995887785,0.4171877998848426,59.112825292002526,2.173636291998264,61.30621541700384
vanilla_cnn,grayscale,scratch,0.5,42,7,8.83022221559489e-05,1.2883402967468336,0.6534462428984886,1.7021085051224254,0.4851146900927282,0.2717432843612174,0.43882156309341164,60.81191887499881,2.1673508749954635,62.99909841599583
vanilla_cnn,grayscale,scratch,0.5,42,8,8.213938048432697e-05,1.197976348790878,0.6777789688069461,1.579137453048505,0.5378233284529038,0.3255993246079074,0.4987749980827723,64.0161938329984,2.447250333003467,66.4848954590052
vanilla_cnn,grayscale,scratch,0.5,42,9,7.500000000000001e-05,1.1221578755375146,0.6936434773287597,1.6836473596218215,0.5217179111761835,0.28827817300267233,0.46001669792513344,78.22393941699556,2.3096838330020546,80.56021408300148
vanilla_cnn,grayscale,scratch,0.5,42,10,6.710100716628346e-05,1.067894633489223,0.709079215349984,1.449085270968689,0.5685700341630063,0.352758079893816,0.5319585393443608,64.88234533299692,3.3269708750012796,68.26186641700042
vanilla_cnn,grayscale,scratch,0.5,42,11,5.868240888334653e-05,1.0219635582772695,0.7241933754957659,1.3791146089880568,0.5890678379697414,0.39204127491283425,0.5463318800405569,71.70860029200412,2.5389888749996317,74.32813829099905
vanilla_cnn,grayscale,scratch,0.5,42,12,5e-05,0.9825139400698081,0.7284274841890878,1.3131618155334681,0.6115178135675939,0.40639823853385015,0.5609837696535466,60.62013124999794,2.080321499997808,62.71667058300227
vanilla_cnn,grayscale,scratch,0.5,42,13,4.131759111665349e-05,0.9502440129577162,0.7394683245792689,1.442841845875894,0.575402635431918,0.3854514318929562,0.5391815188178817,60.7857492500043,2.0958212500045192,62.956055916998594
vanilla_cnn,grayscale,scratch,0.5,42,14,3.289899283371658e-05,0.9252353139930068,0.7476149640904706,1.252873819592291,0.6232308443142996,0.4359668723177192,0.5882871377971871,72.83073808299378,2.478405958994699,75.33799608299887
vanilla_cnn,grayscale,scratch,0.5,42,15,2.5000000000000015e-05,0.9020757939043964,0.7559223925393933,1.2838206265599859,0.616398243045388,0.42238761423791493,0.5803013668862792,74.52164862499922,2.4017777499975637,76.94387925000046
vanilla_cnn,grayscale,scratch,0.5,42,16,1.7860619515673033e-05,0.8900653240777554,0.7576374745417516,1.1964288588673269,0.6378721327476818,0.4556269420965086,0.6030026920007091,82.26019079200341,2.2338726250018226,84.50827949999803
vanilla_cnn,grayscale,scratch,0.5,42,17,1.1697777844051107e-05,0.8808290153112502,0.7577982634794727,1.2775978290377272,0.6178623718887262,0.42614885778971595,0.5804729306124997,62.65362341600121,2.2159096670002327,64.88156912499835
vanilla_cnn,grayscale,scratch,0.5,42,18,6.698729810778077e-06,0.8656034801650091,0.7653017472397899,1.2237493683501766,0.6315275744265495,0.4472691661522504,0.5989294119034858,64.48334275000525,2.137558166999952,66.63363820800441
vanilla_cnn,grayscale,scratch,0.5,42,19,3.015368960704585e-06,0.8631497660126892,0.7632114910494158,1.183309442884111,0.6451927769643728,0.46226559911659726,0.6134843879691046,59.29252016600367,2.1952883749981993,61.506538917004946
vanilla_cnn,grayscale,scratch,0.5,42,20,7.596123493895992e-07,0.8579306987489914,0.7698038374959802,1.2087049758859003,0.6398243045387995,0.46183205939536975,0.611262526303682,61.01200183400215,2.170070291002048,63.199182124997606
