architecture,variant,initialization,ratio,seed,epoch,learning_rate,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted,training_seconds,val_inference_seconds,epoch_seconds
mobilenet_v2,grayscale,pretrained,0.8,42,1,5e-05,0.7150645607353928,0.8272638622684018,0.2693168706404118,0.9238670694864048,0.8702180362540795,0.9215808311536723,24.617587134000132,1.3099509030000718,25.928167906
mobilenet_v2,grayscale,pretrained,0.8,42,2,7.500000000000001e-05,0.14273007708319524,0.9610612327247049,0.1711801339132188,0.9435045317220544,0.921738401315716,0.9430169227628742,21.181403455999998,0.7010750520000784,21.88295118699989
mobilenet_v2,grayscale,pretrained,0.8,42,3,0.0001,0.08381814212674248,0.9757893674972259,0.15063724798738415,0.9531722054380665,0.9345835905519085,0.9521429855781974,21.236552688000074,0.7136095689998001,21.95062159600002
mobilenet_v2,grayscale,pretrained,0.8,42,4,9.924038765061042e-05,0.05941394369714402,0.9818756515013954,0.1321759472440737,0.9598187311178248,0.9484871712445112,0.9600671533636498,21.185833599000034,0.699001022999937,21.885258914000133
mobilenet_v2,grayscale,pretrained,0.8,42,5,9.698463103929544e-05,0.04032911398557689,0.9879955613840412,0.10840609977612682,0.9667673716012085,0.9569534808390449,0.9664826210363514,21.209428149000132,0.7052037159999145,21.915057823000097
mobilenet_v2,grayscale,pretrained,0.8,42,6,9.330127018922195e-05,0.032683501637448154,0.9900803658495578,0.08974156750653085,0.9706948640483384,0.9634198024860896,0.9708397835320809,21.238169177999907,0.7267398050000793,21.96532859900003
mobilenet_v2,grayscale,pretrained,0.8,42,7,8.83022221559489e-05,0.02366514446712338,0.9930730690339286,0.07384239175888707,0.9761329305135952,0.9666621279930635,0.9761860898623099,21.199746128000015,0.7223388970000997,21.922544722999874
mobilenet_v2,grayscale,pretrained,0.8,42,8,8.213938048432697e-05,0.020872395485138508,0.9940145936312587,0.07460329676682856,0.9749244712990937,0.9565862299014449,0.9745905362650754,21.185582505999946,0.7317653390000487,21.917801855000107
mobilenet_v2,grayscale,pretrained,0.8,42,9,7.500000000000001e-05,0.01587441037037437,0.9953932546487777,0.06902501428235333,0.9779456193353474,0.9706818282090217,0.9779867775825878,21.225193880999996,0.7183853689998614,21.94400974899986
mobilenet_v2,grayscale,pretrained,0.8,42,10,6.710100716628346e-05,0.014688393961338012,0.9956958875550623,0.0664189026795125,0.9794561933534743,0.9732552805347461,0.9796378742653055,21.184597855999982,0.7201451099999758,21.90522842700011
mobilenet_v2,grayscale,pretrained,0.8,42,11,5.868240888334653e-05,0.00927976685431897,0.9974780591142943,0.06871343386497382,0.9776435045317221,0.9649971449834198,0.977470890043003,21.186038787999905,0.7170289059999959,21.903487751000057
mobilenet_v2,grayscale,pretrained,0.8,42,12,5e-05,0.0069903441031472745,0.9981505766838159,0.06317095713312892,0.9791540785498489,0.970406105110685,0.9788990625393772,21.20207333999997,0.7193026589998226,21.921819380000215
mobilenet_v2,grayscale,pretrained,0.8,42,13,4.131759111665349e-05,0.005499091829519346,0.9985877131040048,0.0596946031305365,0.9818731117824774,0.9769899767883865,0.9818886006024615,21.340313050000077,0.7089933130000645,22.049785444999998
mobilenet_v2,grayscale,pretrained,0.8,42,14,3.289899283371658e-05,0.005330914659601831,0.9985204613470527,0.05063306212065083,0.9851963746223565,0.9798035886253077,0.9852419320545053,21.23041896900031,0.7240221199999723,21.954888154999935
mobilenet_v2,grayscale,pretrained,0.8,42,15,2.5000000000000015e-05,0.004259826087669251,0.9988230942533374,0.06558137480225808,0.9818731117824774,0.9740644650623501,0.9818685612323479,21.235037598999952,0.7108521930003917,21.94637048300001
mobilenet_v2,grayscale,pretrained,0.8,42,16,1.7860619515673033e-05,0.003237723193824328,0.9992266047950503,0.04946650500744131,0.986404833836858,0.9824085282239701,0.9863569010966933,21.262767988000178,0.7239284110000881,21.9871607150003
mobilenet_v2,grayscale,pretrained,0.8,42,17,1.1697777844051107e-05,0.0026178021345671753,0.9994956118228588,0.04372625966806786,0.9873111782477342,0.984007448421697,0.9872554308841284,21.22515247499996,0.7188024429997313,21.94439727200006
mobilenet_v2,grayscale,pretrained,0.8,42,18,6.698729810778077e-06,0.0018796446484241533,0.9996301153367632,0.044493317532035156,0.9873111782477342,0.9829510714331909,0.9872574125253805,21.2691780819996,0.7142327209999166,21.98385282900017
mobilenet_v2,grayscale,pretrained,0.8,42,19,3.015368960704585e-06,0.0022833939017548057,0.999529237701335,0.04631916097283723,0.9870090634441088,0.9823810485443878,0.9869510797123521,21.24853437999991,0.7272192390000782,21.976213158000064
mobilenet_v2,grayscale,pretrained,0.8,42,20,7.596123493895992e-07,0.001749171799077295,0.9996637412152393,0.046558441892491365,0.9867069486404834,0.9832348597507481,0.9866853913346465,21.34971737900014,0.7134520109998448,22.063600492000205
