architecture,variant,initialization,ratio,seed,epoch,learning_rate,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted,training_seconds,val_inference_seconds,epoch_seconds
mobilenet_v2,color,scratch,0.2,42,1,5e-05,2.8278584886530496,0.24190708384125695,2.8774215604052134,0.25679012345679014,0.058523518837335864,0.17838829820060356,8.784371231000023,0.8260505789999115,9.61101167600009
mobilenet_v2,color,scratch,0.2,42,2,7.500000000000001e-05,2.140311923224671,0.4124339699309224,2.532034452461902,0.3197530864197531,0.11933233135070613,0.27717361655479544,5.349642698000025,0.2092708010000024,5.559345746999952
mobilenet_v2,color,scratch,0.2,42,3,0.0001,1.839559654128369,0.4723012325612895,2.3849648087112993,0.3617283950617284,0.158380450345473,0.3234010678360944,5.333502699999826,0.21639158600009978,5.550321379999787
mobilenet_v2,color,scratch,0.2,42,4,9.924038765061042e-05,1.6054047748161884,0.5230935933902208,2.079047841201594,0.3851851851851852,0.19418845811232943,0.35248484246370904,5.335432519999813,0.23904336499981582,5.574895763999848
mobilenet_v2,color,scratch,0.2,42,5,9.698463103929544e-05,1.425935015080341,0.5709061357171882,1.8828254134566695,0.43209876543209874,0.22009743354553843,0.3946086812441631,5.3314284650000445,0.22344049599996652,5.555310501999884
mobilenet_v2,color,scratch,0.2,42,6,9.330127018922195e-05,1.287924710948277,0.6141135039956657,1.8557131543571566,0.4382716049382716,0.25044009609214674,0.4198640258746509,5.327487345000009,0.22009286299999076,5.548005593000198
mobilenet_v2,color,scratch,0.2,42,7,8.83022221559489e-05,1.1868950016821818,0.6319924150074495,1.6741906578158154,0.48271604938271606,0.29830333090617744,0.46469572490605304,5.317582694999601,0.21407076000014058,5.532092331999593
mobilenet_v2,color,scratch,0.2,42,8,8.213938048432697e-05,1.0784388747978029,0.6673438981443858,1.6937044496889468,0.4839506172839506,0.3029786676261868,0.46383415738685485,5.3293489060001775,0.22355632599965247,5.55334195100022
mobilenet_v2,color,scratch,0.2,42,9,7.500000000000001e-05,0.9911722373497385,0.6959230665041312,1.4693228968867549,0.5703703703703704,0.40329285743272314,0.5590660582731356,5.336446506999891,0.2196086689996264,5.556502040999931
mobilenet_v2,color,scratch,0.2,42,10,6.710100716628346e-05,0.9124296395481238,0.7186780441554923,1.4602832888379509,0.5654320987654321,0.4245037674681434,0.5613213674259419,5.344062537999889,0.2176053610000963,5.56206348600017
mobilenet_v2,color,scratch,0.2,42,11,5.868240888334653e-05,0.830128197592157,0.7449546254909928,1.2696502779736931,0.6049382716049383,0.46924628926315176,0.5987520631831774,5.343149014000119,0.23129284800006644,5.574853548000192
mobilenet_v2,color,scratch,0.2,42,12,5e-05,0.7799875589303816,0.7626980902072328,1.2346607773392289,0.6345679012345679,0.5074681448930025,0.6250041098648264,5.32284883300008,0.22572433300001649,5.54906909500005
mobilenet_v2,color,scratch,0.2,42,13,4.131759111665349e-05,0.7122881510918757,0.7866720845184885,1.2796871938823182,0.6197530864197531,0.48806793603402443,0.6163501232605411,5.323666162999871,0.21517009500030326,5.539255536000383
mobilenet_v2,color,scratch,0.2,42,14,3.289899283371658e-05,0.6849599159879606,0.791412704862522,1.1631553131857035,0.6432098765432098,0.5055308509632306,0.6375356922580444,5.339110075999997,0.21938019199978953,5.558914538999943
mobilenet_v2,color,scratch,0.2,42,15,2.5000000000000015e-05,0.6458939982997713,0.8072599214411486,1.2160068511962892,0.6444444444444445,0.5278883258325442,0.6393290994086963,5.334676252999998,0.23010817000022143,5.565234496999892
mobilenet_v2,color,scratch,0.2,42,16,1.7860619515673033e-05,0.6147287731068609,0.8164702695381282,1.0829816747594763,0.6839506172839506,0.5520928915244191,0.6761752542793806,5.335886414000015,0.22939978299973518,5.565700334999747
mobilenet_v2,color,scratch,0.2,42,17,1.1697777844051107e-05,0.5964353198719657,0.8182310713801978,1.0580273475176023,0.6950617283950618,0.5696897406991305,0.6883814473360387,5.3579319139998915,0.20902159300021594,5.56742232500028
mobilenet_v2,color,scratch,0.2,42,18,6.698729810778077e-06,0.5958446139858519,0.8216172287687932,1.0882454248122226,0.6802469135802469,0.562422100837128,0.6735114223710251,5.352377515999706,0.216405610000038,5.569183985000109
mobilenet_v2,color,scratch,0.2,42,19,3.015368960704585e-06,0.5823886548457197,0.821752675064337,1.034855204452703,0.6839506172839506,0.5667002878104834,0.6760497402206004,5.334250973000053,0.21629594999967594,5.5509425959999135
mobilenet_v2,color,scratch,0.2,42,20,7.596123493895992e-07,0.579721371849491,0.8221590139509685,1.0746452025425286,0.6888888888888889,0.5642785291735954,0.6818029361387236,5.329757032000089,0.22690788099998827,5.557118219000131
