architecture,variant,initialization,ratio,seed,epoch,learning_rate,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted,training_seconds,val_inference_seconds,epoch_seconds
vanilla_cnn,color,scratch,0.8,42,1,5e-05,2.164146816066288,0.4702579104879115,1.8311333048379674,0.5012084592145015,0.25380573782022003,0.4371693496795454,249.2004488749999,44.96012412500022,294.2056588329997
vanilla_cnn,color,scratch,0.8,42,2,7.500000000000001e-05,1.5629904528801641,0.62611385722452,1.4645501589126817,0.602416918429003,0.37939170579886083,0.5482247927853626,233.80122399999982,4.402924167000492,238.22312349999993
vanilla_cnn,color,scratch,0.8,42,3,0.0001,1.215159229514073,0.7111537038905141,1.132815414613107,0.686404833836858,0.49989569847105464,0.6518967313789831,176.3578859170002,3.8810158749993207,180.25419775000046
vanilla_cnn,color,scratch,0.8,42,4,9.924038765061042e-05,0.9639175012038789,0.7718484145398299,0.9823351381768632,0.7229607250755287,0.5790489046396711,0.7044111276599865,520.8845407910003,3.6994899169994824,524.6008071670003
vanilla_cnn,color,scratch,0.8,42,5,9.698463103929544e-05,0.7900598763501605,0.8150912942600625,0.8415412986386579,0.7637462235649547,0.638382074810977,0.7520330146329093,311.28528366700084,14.605213958000604,326.02754062500026
vanilla_cnn,color,scratch,0.8,42,6,9.330127018922195e-05,0.6635524419498146,0.8437069168432025,0.7277554419825805,0.7927492447129909,0.691486833334562,0.7826283318023153,355.9776589160001,3.908454000000347,359.90607883400025
vanilla_cnn,color,scratch,0.8,42,7,8.83022221559489e-05,0.5682788147558829,0.8652947308248428,0.595617449895853,0.8323262839879154,0.7438191252502222,0.8241738360652788,131.5890407500001,3.3738854169996557,134.97601495799972
vanilla_cnn,color,scratch,0.8,42,8,8.213938048432697e-05,0.5018304458608976,0.8810988937085982,0.6106278832945579,0.824773413897281,0.744947331321629,0.8202294878479118,232.75023804099965,6.456683333000001,239.24919241599946
vanilla_cnn,color,scratch,0.8,42,9,7.500000000000001e-05,0.4525084641294115,0.8940784828003632,0.5074967570175217,0.8625377643504532,0.7894677031151734,0.857269525226011,232.1138337909997,3.6505320420001226,235.7924526249999
vanilla_cnn,color,scratch,0.8,42,10,6.710100716628346e-05,0.41249102193508574,0.9013416725511953,0.4350362761863409,0.8827794561933535,0.8119132295389212,0.8790591109009873,168.82326016600018,3.939191000000392,172.7817840839998
vanilla_cnn,color,scratch,0.8,42,11,5.868240888334653e-05,0.3761493011659194,0.9102189044688792,0.4048585570470804,0.8882175226586103,0.8158889664605347,0.8840578319366795,113.01927712499946,3.197558833000585,116.23331312499977
vanilla_cnn,color,scratch,0.8,42,12,5e-05,0.35302617611707576,0.9165741955008575,0.3561658146158086,0.9120845921450151,0.8552751687987888,0.9093382454640053,104.70256370800053,3.155411374999858,107.86921591700047
vanilla_cnn,color,scratch,0.8,42,13,4.131759111665349e-05,0.3280581684318426,0.9220552136924577,0.3450969727738026,0.9129909365558913,0.8537846588500692,0.909662527930178,117.74790462500005,4.393197790999693,122.15812691599967
vanilla_cnn,color,scratch,0.8,42,14,3.289899283371658e-05,0.312070625255406,0.9260230673526346,0.3432917169933953,0.9108761329305136,0.8626561400334798,0.9094828512806776,112.17609599999923,5.380080542000542,117.59883441700003
vanilla_cnn,color,scratch,0.8,42,15,2.5000000000000015e-05,0.29830419077696135,0.9298227916204311,0.3136638928756253,0.9250755287009064,0.8849753392999332,0.923532283892979,148.6383792079996,3.8873149169994576,152.54519874999914
vanilla_cnn,color,scratch,0.8,42,16,1.7860619515673033e-05,0.2886061529841603,0.9327146171693735,0.3352132735295598,0.9138972809667674,0.8693152510344463,0.911883217339108,140.77475504199901,4.569343582999863,145.4236584169994
vanilla_cnn,color,scratch,0.8,42,17,1.1697777844051107e-05,0.28099353388244974,0.9337233935236559,0.32180340679030406,0.9178247734138972,0.8710905523183202,0.9151529189948522,293.1561616250001,4.668684874999599,297.8736965419994
vanilla_cnn,color,scratch,0.8,42,18,6.698729810778077e-06,0.27683235885232,0.9332190053465147,0.2982054771613499,0.929607250755287,0.8884943223954845,0.9283902390530174,296.54513062499973,4.507041749999189,301.0905835829999
vanilla_cnn,color,scratch,0.8,42,19,3.015368960704585e-06,0.273857827070578,0.9375903695484045,0.3050695210425155,0.9265861027190332,0.8838367359908286,0.9251679783207398,356.26842308399864,4.752387832999375,361.0640866249996
vanilla_cnn,color,scratch,0.8,42,20,7.596123493895992e-07,0.26921833823875163,0.9382628871179259,0.31283257216485244,0.9241691842900303,0.8782471330855532,0.9223109396538706,356.4116717909983,4.336553375000221,360.7938324580009
